txn_id,business_event_date,posting_date,effective_date,as_of_date,branch_code,customer_id,employee_id,channel,basket_total_thb,discount_total_thb,net_total_thb,shipping_charge_thb,shipping_method,promo_campaign_id,payment_method,payment_status,payment_due_date,payment_received_date,settlement_bank_txn_id,web_log_line_id,schema_version,is_b2b,retry_idempotency_marker
TXN-202401-01028600,2024-01-01,2024-01-01,,2026-01-15,PTY-CTRL,CUST-L3-B2B-028600,,offline,87900.00,0.00,87900.00,0.00,standard,,bank_transfer,paid,2024-03-01,2024-03-01,BT-202403-1047971855581,,1,true,
TXN-202401-01028769,2024-01-01,2024-01-01,,2026-01-15,HKT-FEST,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-01028842,2024-01-01,2024-01-01,,2026-01-15,BKK-SIAM,,,offline,111800.00,0.00,111800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-01029033,2024-01-01,2024-01-01,,2026-01-15,BKK-EMSP,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-01029073,2024-01-01,2024-01-01,,2026-01-15,BKK-CTW,,,offline,85800.00,0.00,85800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-01029133,2024-01-01,2024-01-01,,2026-01-15,BKK-SIAM,,,offline,18900.00,0.00,18900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-01029164,2024-01-01,2024-01-01,,2026-01-15,BKK-CTW,,,offline,16900.00,0.00,16900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-01029212,2024-01-01,2024-01-01,,2026-01-15,PTY-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-01029279,2024-01-01,2024-01-01,,2026-01-15,PTY-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-01029501,2024-01-01,2024-01-01,,2026-01-15,BKK-CTW,,,offline,10800.00,0.00,10800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02000078,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,18900.00,0.00,18900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02000706,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02000900,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,CUST-L3-B2B-000900,,offline,50700.00,0.00,50700.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-427937438494,,1,true,
TXN-202401-02001522,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,238300.00,0.00,238300.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02001639,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,27400.00,0.00,27400.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02001783,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02001967,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02002243,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,84900.00,0.00,84900.00,0.00,express,,mobile_wallet,paid,,,,web_20240102.jsonl:line6,1,false,
TXN-202401-02002376,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,4900.00,0.00,4900.00,0.00,express,,credit_card,paid,,,,web_20240102.jsonl:line12,1,false,
TXN-202401-02002417,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02002630,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,188300.00,0.00,188300.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02002653,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,37800.00,0.00,37800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02003000,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,CUST-L3-B2B-003000,,offline,37600.00,0.00,37600.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-668141011081,,1,true,
TXN-202401-02003059,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,54800.00,0.00,54800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02003096,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,23800.00,0.00,23800.00,0.00,express,,mobile_wallet,paid,,,,web_20240102.jsonl:line18,1,false,
TXN-202401-02003100,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-003100,,offline,175400.00,0.00,175400.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-06,BT-202402-1036946642992,,1,true,
TXN-202401-02003366,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,37800.00,0.00,37800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02003541,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,84900.00,0.00,84900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02003648,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02003807,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02004012,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02004137,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,8500.00,0.00,8500.00,0.00,express,,credit_card,paid,,,,web_20240102.jsonl:line24,1,false,
TXN-202401-02004139,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,9800.00,0.00,9800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02004174,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,31800.00,0.00,31800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02004201,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02004221,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02004437,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02004700,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,CUST-L3-B2B-004700,,offline,44700.00,0.00,44700.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-927486710257,,1,true,
TXN-202401-02004990,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02005307,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,12800.00,0.00,12800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02005617,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,55900.00,0.00,55900.00,0.00,express,,mobile_wallet,paid,,,,web_20240102.jsonl:line30,1,false,
TXN-202401-02005900,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-005900,,offline,181200.00,0.00,181200.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-499756289536,,1,true,
TXN-202401-02006168,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02007000,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-007000,,offline,289900.00,0.00,289900.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-916111966289,,1,true,
TXN-202401-02007720,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02007770,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02008260,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02008300,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,CUST-L3-B2B-008300,,offline,137400.00,0.00,137400.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-1033446498681,,1,true,
TXN-202401-02008346,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02008357,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02008438,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02008732,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02008900,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,CUST-L3-B2B-008900,,offline,149600.00,0.00,149600.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-331795535509,,1,true,
TXN-202401-02009200,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-009200,,offline,134000.00,0.00,134000.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-811072096255,,1,true,
TXN-202401-02009377,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,37800.00,0.00,37800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02009500,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,CUST-L3-B2B-009500,,offline,233500.00,0.00,233500.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-449417700401,,1,true,
TXN-202401-02009925,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02010200,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,CUST-L3-B2B-010200,,offline,190400.00,0.00,190400.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-692127050363,,1,true,
TXN-202401-02010300,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-010300,,offline,122500.00,0.00,122500.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-561439049250,,1,true,
TXN-202401-02010429,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02010481,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02010800,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,CUST-L3-B2B-010800,,offline,268100.00,0.00,268100.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-749921163953,,1,true,
TXN-202401-02010996,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02011374,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02011688,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,60800.00,0.00,60800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02011883,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02012100,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,CUST-L3-B2B-012100,,offline,154400.00,0.00,154400.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-897061868236,,1,true,
TXN-202401-02012110,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02012608,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,38400.00,0.00,38400.00,0.00,express,,credit_card,paid,,,,web_20240102.jsonl:line36,1,false,
TXN-202401-02012747,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,98800.00,0.00,98800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02012973,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,25800.00,0.00,25800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02013356,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02013824,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,,,offline,42800.00,0.00,42800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02014198,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02014355,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,4900.00,0.00,4900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02014707,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02015209,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,78600.00,0.00,78600.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02015407,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,21900.00,0.00,21900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02015662,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02015815,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,64000.00,0.00,64000.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02015854,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02016300,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,CUST-L3-B2B-016300,,offline,240100.00,0.00,240100.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-947989491607,,1,true,
TXN-202401-02016355,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02016411,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02016838,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02016872,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02016881,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02017858,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,79700.00,0.00,79700.00,0.00,express,,mobile_wallet,paid,,,,web_20240102.jsonl:line42,1,false,
TXN-202401-02017894,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,27400.00,0.00,27400.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02017954,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02018253,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02018423,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,84900.00,0.00,84900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02018708,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02019086,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02019094,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,17800.00,0.00,17800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02019300,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,CUST-L3-B2B-019300,,offline,362000.00,0.00,362000.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-102945680594,,1,true,
TXN-202401-02019345,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,80800.00,0.00,80800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02019460,2024-01-02,2024-01-02,,2026-01-15,HKT-FEST,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02019550,2024-01-02,2024-01-02,,2026-01-15,BKK-CTW,,,offline,67600.00,0.00,67600.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02019599,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,38700.00,0.00,38700.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02019852,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,34800.00,0.00,34800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02020008,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02020092,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,75400.00,0.00,75400.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02020099,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,143000.00,0.00,143000.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02020114,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,9800.00,0.00,9800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02020207,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02020578,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02020740,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02021022,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02021095,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,31800.00,0.00,31800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02021191,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02021305,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02021500,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-021500,,offline,204500.00,0.00,204500.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-1096352866729,,1,true,
TXN-202401-02021764,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02022594,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02022847,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02022900,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-022900,,offline,73700.00,0.00,73700.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-308714604549,,1,true,
TXN-202401-02023044,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,31800.00,0.00,31800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02023094,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,,,offline,31800.00,0.00,31800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02023269,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02023331,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,38700.00,0.00,38700.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02023677,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,,,offline,68800.00,0.00,68800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02024500,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,CUST-L3-B2B-024500,,offline,75600.00,0.00,75600.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-223683950933,,1,true,
TXN-202401-02024579,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,49800.00,0.00,49800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02024652,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,36800.00,0.00,36800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02024692,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,106400.00,0.00,106400.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02025490,2024-01-02,2024-01-02,,2026-01-15,PTY-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02026682,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,68800.00,0.00,68800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02027411,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02027494,2024-01-02,2024-01-02,,2026-01-15,CNX-MAYA,,,offline,36800.00,0.00,36800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-02028232,2024-01-02,2024-01-02,,2026-01-15,BKK-EMSP,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-02028274,2024-01-02,2024-01-02,,2026-01-15,REMOTE,,,online,6900.00,0.00,6900.00,0.00,express,,debit_card,paid,,,,web_20240102.jsonl:line48,1,false,
TXN-202401-02028949,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02029100,2024-01-02,2024-01-02,,2026-01-15,KKC-CTRL,CUST-L3-B2B-029100,,offline,271300.00,0.00,271300.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-130433377141,,1,true,
TXN-202401-02029200,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,CUST-L3-B2B-029200,,offline,220300.00,0.00,220300.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-07,BT-202403-913109322898,,1,true,
TXN-202401-02029401,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-02029600,2024-01-02,2024-01-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-029600,,offline,40700.00,0.00,40700.00,0.00,standard,,bank_transfer,paid,2024-03-02,2024-03-02,BT-202403-686583044009,,1,true,
TXN-202401-02029622,2024-01-02,2024-01-02,,2026-01-15,UDN-CTRL,,,offline,9800.00,0.00,9800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-02029900,2024-01-02,2024-01-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-029900,,offline,297500.00,0.00,297500.00,0.00,standard,,bank_transfer,paid,2024-02-01,2024-02-01,BT-202402-104729368630,,1,true,
TXN-202401-02029986,2024-01-02,2024-01-02,,2026-01-15,BKK-R9,,,offline,74800.00,0.00,74800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-03000217,2024-01-03,2024-01-03,,2026-01-15,UDN-CTRL,,,offline,9800.00,0.00,9800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-03000292,2024-01-03,2024-01-03,,2026-01-15,REMOTE,,,online,12900.00,0.00,12900.00,0.00,express,,mobile_wallet,paid,,,,web_20240103.jsonl:line6,1,false,
TXN-202401-03000436,2024-01-03,2024-01-03,,2026-01-15,BKK-CTW,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202401-03000736,2024-01-03,2024-01-03,,2026-01-15,KKC-CTRL,,,offline,17800.00,0.00,17800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-03000765,2024-01-03,2024-01-03,,2026-01-15,BKK-SIAM,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202401-03000994,2024-01-03,2024-01-03,,2026-01-15,CNX-MAYA,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202401-03001177,2024-01-03,2024-01-03,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202401-03001222,2024-01-03,2024-01-03,,2026-01-15,BKK-CTW,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
