cs_interaction_id,business_event_date,posting_date,effective_date,as_of_date,customer_id,employee_id,branch_code,channel,interaction_type,resolution_type,related_refund_id,related_warranty_claim_id,chat_session_id
CSI-202401-2142425,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-011810,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202401-08011810,,
CSI-202401-7195387,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-013371,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202401-08013371,
CSI-202401-11406317,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-013828,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202401-08013828,,
CSI-202401-12390541,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-014934,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202401-08014934,,
CSI-202401-9679598,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-015720,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-08015720,,
CSI-202401-14696625,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-015720,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202401-08015720,
CSI-202401-1029512,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-021466,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202401-08021466,
CSI-202401-12087789,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-022162,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202401-08022162,,
CSI-202401-11063035,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-023503,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202401-08023503,,
CSI-202401-9628605,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-023533,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-08-3d700f
CSI-202401-12741363,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-023860,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-08023860,,
CSI-202401-15437686,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-024904,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-08-b83850
CSI-202401-8548363,2024-01-08,2024-01-08,,2026-01-15,CUST-L3-027630,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202401-08027630,,
CSI-202401-350197,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-000015,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202401-09000015,,
CSI-202401-16325188,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-001426,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202401-09001426,
CSI-202401-6429539,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-001969,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-09001969,
CSI-202401-7266579,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-002438,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202401-09002438,,
CSI-202401-13291765,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-004498,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-09-c1817f
CSI-202401-9659936,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-006786,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-09006786,,
CSI-202401-2930758,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-006953,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202401-09006953,,
CSI-202401-197131,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-007491,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202401-09007491,
CSI-202401-13743268,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-010744,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202401-09010744,
CSI-202401-8463022,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-014299,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-09-198319
CSI-202401-11581932,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-014327,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202401-09014327,,
CSI-202401-11674042,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-014606,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202401-09014606,
CSI-202401-14478941,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-015528,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-09015528,,
CSI-202401-8443246,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-018998,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-09-36abe5
CSI-202401-4932688,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-019160,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202401-09019160,
CSI-202401-8613146,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-023081,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202401-09023081,,
CSI-202401-4341885,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-023473,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-09-2a34b4
CSI-202401-6986734,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-024682,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202401-09024682,,
CSI-202401-1083175,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-025604,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-09025604,,
CSI-202401-3269220,2024-01-09,2024-01-09,,2026-01-15,CUST-L3-026785,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202401-09026785,,
CSI-202401-3883510,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-000378,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202401-10000378,,
CSI-202401-2243978,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-001471,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202401-10001471,,
CSI-202401-2329575,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-005849,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-10005849,
CSI-202401-6298082,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-008471,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202401-10008471,,
CSI-202401-1816854,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-014048,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-10-216728
CSI-202401-8510928,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-017473,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-10017473,,
CSI-202401-270028,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-025497,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202401-10025497,
CSI-202401-5368025,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-027908,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202401-10027908,,
CSI-202401-4425197,2024-01-10,2024-01-10,,2026-01-15,CUST-L3-029267,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-10-7d83ed
CSI-202401-12540769,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-000125,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202401-11000125,,
CSI-202401-11694718,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-002211,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202401-11002211,,
CSI-202401-16303801,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-002922,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-11002922,
CSI-202401-3657169,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-004196,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202401-11004196,,
CSI-202401-16614851,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-004196,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202401-11004196,
CSI-202401-7643734,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-005207,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-11005207,,
CSI-202401-879872,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-006512,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202401-11006512,,
CSI-202401-2467351,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-007226,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-beb6b4
CSI-202401-6843407,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-007413,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202401-11007413,,
CSI-202401-13247593,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-007556,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-e4838e
CSI-202401-9157400,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-008326,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-4c132a
CSI-202401-14231705,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-008614,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202401-11008614,,
CSI-202401-15602541,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-013503,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-11013503,,
CSI-202401-6196612,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-013769,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202401-11013769,,
CSI-202401-12386746,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-013769,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-956ffb
CSI-202401-1853908,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-017523,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202401-11017523,,
CSI-202401-12469020,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-018214,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-d7a421
CSI-202401-8469318,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-018701,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-46bb40
CSI-202401-13922574,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-019544,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-11019544,,
CSI-202401-115153,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-020901,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202401-11020901,,
CSI-202401-12436114,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-020989,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202401-11020989,,
CSI-202401-496357,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-021006,EMP-L3-00139,BKK-R9,in_person,refund_request,resolved,RFD-202401-11021006,,
CSI-202401-10982548,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-021243,EMP-L3-00145,BKK-R9,in_person,warranty_claim,open,,WC-202401-11021243,
CSI-202401-1835140,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-024883,EMP-L3-00151,BKK-R9,in_person,refund_request,resolved,RFD-202401-11024883,,
CSI-202401-6215355,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-026423,EMP-L3-00157,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-5dcf15
CSI-202401-7852693,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-029009,EMP-L3-00163,BKK-R9,in_person,warranty_claim,open,,WC-202401-11029009,
CSI-202401-2289861,2024-01-11,2024-01-11,,2026-01-15,CUST-L3-029971,EMP-L3-00169,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-11-9804c8
CSI-202401-12319182,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-001811,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-12-68c669
CSI-202401-12210359,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-001820,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202401-12001820,,
CSI-202401-11555514,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-004510,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-12004510,
CSI-202401-844313,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-007137,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202401-12007137,
CSI-202401-13746357,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-007757,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-12-88ba6b
CSI-202401-2762251,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-008594,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-12008594,,
CSI-202401-7020160,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-009812,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202401-12009812,
CSI-202401-8582637,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-010974,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202401-12010974,,
CSI-202401-3662571,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-015034,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-12-2b3fe1
CSI-202401-10948112,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-019920,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202401-12019920,
CSI-202401-13964635,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-020847,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202401-12020847,,
CSI-202401-7509883,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-023426,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202401-12023426,,
CSI-202401-14702543,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-024717,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-12024717,,
CSI-202401-14257736,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-025178,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202401-12025178,,
CSI-202401-7247214,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-026986,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-12-3b9136
CSI-202401-11175073,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-027448,EMP-L3-00103,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-12-44979c
CSI-202401-12452018,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-027679,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202401-12027679,,
CSI-202401-1299504,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-028575,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202401-12028575,,
CSI-202401-4853442,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-028806,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-12028806,,
CSI-202401-6168269,2024-01-12,2024-01-12,,2026-01-15,CUST-L3-029586,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202401-12029586,,
CSI-202401-8238754,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-001678,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202401-13001678,
CSI-202401-15128811,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-001871,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202401-13001871,,
CSI-202401-6549388,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-003984,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202401-13003984,,
CSI-202401-9470083,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-004351,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-36e591
CSI-202401-184766,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-005170,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202401-13005170,,
CSI-202401-1413228,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-005341,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-13005341,,
CSI-202401-3538723,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-007510,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202401-13007510,,
CSI-202401-5664029,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-007723,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-5acbe2
CSI-202401-16045213,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-009119,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202401-13009119,,
CSI-202401-4434613,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-009364,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202401-13009364,
CSI-202401-4436702,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-009491,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202401-13009491,
CSI-202401-8574152,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-009513,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202401-13009513,,
CSI-202401-6227351,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-011227,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-46d795
CSI-202401-1449739,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-012608,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202401-13012608,,
CSI-202401-8304370,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-014526,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202401-13014526,,
CSI-202401-12118770,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-017113,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202401-13017113,
CSI-202401-13214628,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-019170,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202401-13019170,,
CSI-202401-10257121,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-020018,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202401-13020018,,
CSI-202401-2506729,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-020794,EMP-L3-00121,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-7166c0
CSI-202401-5656913,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-022366,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-6e6d49
CSI-202401-8316240,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-022694,EMP-L3-00133,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-13-dd2118
CSI-202401-3935949,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-025636,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202401-13025636,
CSI-202401-16293043,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-026387,EMP-L3-00145,BKK-R9,in_person,refund_request,resolved,RFD-202401-13026387,,
CSI-202401-8914150,2024-01-13,2024-01-13,,2026-01-15,CUST-L3-027471,EMP-L3-00151,BKK-R9,in_person,refund_request,resolved,RFD-202401-13027471,,
CSI-202401-3720158,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-000077,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202401-14000077,,
CSI-202401-12039503,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-001609,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-074391
CSI-202401-2776770,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-002212,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-14002212,
CSI-202401-558365,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-004036,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202401-14004036,,
CSI-202401-12308235,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-004896,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202401-14004896,,
CSI-202401-4761221,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-007943,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-14007943,,
CSI-202401-9190973,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-011680,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202401-14011680,,
CSI-202401-12998905,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-012104,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-6b6b4b
CSI-202401-7497978,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-014984,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202401-14014984,
CSI-202401-5350693,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-015993,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202401-14015993,,
CSI-202401-359543,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-016564,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-db5d6d
CSI-202401-1364479,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-024187,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-391a31
CSI-202401-8865097,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-025530,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-14025530,,
CSI-202401-5489702,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-025612,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-8175e6
CSI-202401-16653746,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-026213,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202401-14026213,,
CSI-202401-10138170,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-026914,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202401-14026914,,
CSI-202401-160661,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-026914,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-14-c0687b
CSI-202401-14318537,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-028192,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202401-14028192,,
CSI-202401-7391016,2024-01-14,2024-01-14,,2026-01-15,CUST-L3-029295,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-14029295,,
CSI-202401-8589220,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-001154,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202401-15001154,
CSI-202401-7333900,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-005746,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202401-15005746,,
CSI-202401-12219717,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-006232,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202401-15006232,
CSI-202401-11117605,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-008043,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202401-15008043,,
CSI-202401-9820010,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-009112,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202401-15009112,,
CSI-202401-10986918,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-009814,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202401-15009814,,
CSI-202401-9617126,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-011285,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-15-33ae1d
CSI-202401-5248514,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-011480,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202401-15011480,
CSI-202401-838843,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-012652,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-15-e972c5
CSI-202401-9137037,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-012973,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202401-15012973,
CSI-202401-11828499,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-014629,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202401-15014629,
CSI-202401-073275,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-018543,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202401-15018543,,
CSI-202401-10895579,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-019311,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202401-15019311,,
CSI-202401-12751569,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-021651,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202401-15021651,,
CSI-202401-16646025,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-022805,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202401-15022805,,
CSI-202401-457177,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-022805,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202401-15022805,
CSI-202401-7657469,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-023490,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202401-15023490,
CSI-202401-13347046,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-023558,EMP-L3-00115,BKK-R9,in_person,warranty_claim,open,,WC-202401-15023558,
CSI-202401-14434302,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-024324,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202401-15024324,,
CSI-202401-9595222,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-025867,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-01-15-6e8464
CSI-202401-3408688,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-026218,EMP-L3-00133,BKK-R9,in_person,warranty_claim,open,,WC-202401-15026218,
CSI-202401-8927341,2024-01-15,2024-01-15,,2026-01-15,CUST-L3-028332,EMP-L3-00139,BKK-R9,in_person,refund_request,resolved,RFD-202401-15028332,,
CSI-202401-9280269,2024-01-16,2024-01-16,,2026-01-15,CUST-L3-002646,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202401-16002646,,
